First Allele, Second Allele, Yield Rate [bu/Ad],Grain yield [bu/A]
PHW65_MOG_0311,PB80,0.48155116,77.04818557
MO44_LH145_0081,PB80,0.821886947,131.5019115
PHN11_PHW65_0275,PB80,0.539495928,86.31934847
MOG_MO45-074-1-1-1-1-B,PB80,0.787820081,126.051213
MOG_LH145_0175,PB80,0.443677473,70.98839569
MOG_OH43_0402,PB80,0.250348795,40.05580725
MOG_LH145_0173,PB80,0.476182707,76.18923315
PHW65_MOG_0176,PB80,0.118155273,18.90484361
PHN11_PHW65_0359,PB80,0.700954983,112.1527973
MOG_MO45-054-1-1-1-1-B,PB80,0.542654123,86.82465972
MOG_LH145_0131,PB80,0.291293692,46.60699068
MOG_MO45-139-1-1-1-1-B,PB80,0.546906831,87.50509294
MOG_OH43_0300,PB80,0.315174333,50.42789334
MOG_LH123HT-059-1-1-1-1-B,PB80,0.56570121,90.51219353
MOG_MO45-085-1-1-1-1-B,PB80,0.31278668,50.04586883
MOG_LH123HT-019-1-1-1-1-B,PB80,0.250321398,40.05142372
MOG_PHG83-129-1-1-1-1-B,PB80,0.072859039,11.65744626
Z013E0046,PB80,0.431624139,69.0598623
Z013E0026,PB80,0.525283706,84.04539303
Z013E0066,PB80,0.384213538,61.47416613
Z013E0044,PB80,0.462519797,74.00316745
Z013E0078,PB80,0.480407333,76.86517325
Z013E0087,PB80,0.53073572,84.91771521
Z013E0032,PB80,0.423731048,67.79696772
Z013E0021,PB80,0.643611581,102.9778529
Z013E0074,PB80,0.371093089,59.37489431
Z013E0027,PB80,0.77704208,124.3267328
Z013E0111,PB80,0.489048364,78.24773816
Z013E0058,PB80,0.731235576,116.9976922
Z013E0006,PB80,0.708774103,113.4038564
Z013E0022,PB80,0.705574126,112.8918602
Z013E0009,PB80,0.522209757,83.55356112
Z013E0037,PB80,0.734679386,117.5487018
Z013E0062,PB80,0.580399729,92.8639566
Z013E0007,PB80,0.723191802,115.7106883
Z013E0012,PB80,0.471839589,75.49433428
Z013E0042,PB80,0.72307057,115.6912912
Z013E0069,PB80,0.521980992,83.51695866
Z013E0003,PB80,0.446993886,71.51902182
W10005_0111,PB80,0.115526525,18.48424404
(TX739);LAMA2002-10-1-B-B-B-B3-B7ORANGE-B6,PB80,1.184144487,189.4631179
PHV63,PB80,0.773944843,123.8311749
TX303,PB80,0.789394727,126.3031563
LH59,PB80,0.543809594,87.00953504
LH212HT,PB80,0.271088365,43.37413837
W10004_0097,PB80,0.634665073,101.5464116
LH38,PB80,0.686754406,109.8807049
LH51,PB80,0.684444149,109.5110638
LH162,PB80,0.001268484,0.202957372
???TX205,PB80,1.012449208,161.9918732
PHV63,PB80,0.670045628,107.2073004
PHB47,PB80,0.530413805,84.86620875
Z022E0009,PB80,0.257650795,41.2241272
Z022E0050,PB80,0.495412699,79.26603184
Z022E0110,PB80,0.411103746,65.77659941
Z022E0155,PB80,0.499459244,79.91347901
Z022E0083,PB80,0.270913024,43.34608378
Z022E0072,PB80,0.33492076,53.58732155
Z022E0059,PB80,0.501123615,80.17977837
Z022E0108,PB80,0.385592295,61.69476721
Z022E0016,PB80,0.346339167,55.41426667
Z022E0121,PB80,0.385817636,61.73082173
Z022E0006,PB80,0.388686107,62.18977717
Z022E0051,PB80,0.46202117,73.92338723
Z022E0147,PB80,0.77197431,123.5158896
Z022E0029,PB80,0.226446921,36.23150735
Z022E0060,PB80,0.462462263,73.99396204
Z022E0023,PB80,0.42473652,67.95784322
Z022E0036,PB80,0.400336019,64.0537631
Z022E0094,PB80,0.454007532,72.64120513
Z022E0123,PB80,0.911795858,145.8873372
MOG_PHG83-119-1-1-1-1-B,LH195,0.816246579,130.5994526
PHN11_OH43_0215,LH195,0.590691432,94.5106291
PHN11_PHW65_0323,LH195,1.047719489,167.6351183
MO44_LH145_0143,LH195,0.990882932,158.5412691
PHN11_PHW65_0065,LH195,0.695366669,111.2586671
B73_NC230-129-1-1-1-1,LH195,0.867036606,138.725857
MOG_PHG83-090-1-1-1-1-B,LH195,0.665131966,106.4211145
PHN11_PHG47_0048,LH195,0.623210365,99.71365832
MOG_MO45-030-1-1-1-1-B,LH195,0.675666133,108.1065813
B73_NC230-032-1-1-1-1,LH195,0.530598735,84.89579757
PHN11_LH145_0028,LH195,0.049287984,7.886077463
MOG_PHG83-129-1-1-1-1-B,LH195,0.791300877,126.6081403
MO44_LH145_0127,LH195,0.367740375,58.83846
PHN11_PHW65_0359,LH195,0.295107362,47.21717785
PHN11_PHW65_0275,LH195,0.508313972,81.33023544
MOG_LH145_0162,LH195,0.873442038,139.750726
MOG_MO45-071-1-1-1-1-B,LH195,0.871081096,139.3729754
PHN11_PHW65_0294,LH195,0.959909878,153.5855805
MOG_MO45-074-1-1-1-1-B,LH195,0.784446819,125.511491
PHN11_PHW65_0237,LH195,0.906539733,145.0463573
MOG_MO45-085-1-1-1-1-B,LH195,0.70386455,112.618328
PHN11_OH43_0142,LH195,0.581765472,93.0824755
MO44_LH145_0138,LH195,0.732391733,117.1826772
MOG_PHG83-069-1-1-1-1-B,LH195,0.619593269,99.13492297
MOG_LH145_0131,LH195,0.403295586,64.52729377
PHN11_PHG47_0172,LH195,0.321014015,51.36224246
PHN11_PHW65_0101,LH195,0.234179054,37.4686487
PHN11_PHW65_0015,LH195,0.418681771,66.98908341
PHW65_MOG_0012,LH195,0.531537084,85.04593342
MOG_LH123HT-200-1-1-1-1-B,LH195,0.400764098,64.12225573
MOG_MO45-054-1-1-1-1-B,LH195,0.284414292,45.50628666
PHN11_PHG47_0388,LH195,0.148223539,23.7157662
B73_NC230-126-1-1-1-1,LH195,0.616392608,98.62281724
MOG_LH145_0163,LH195,0.299089523,47.85432373
PHN11_PHG47_0251,LH195,0.004434898,0.709583685
PHN11_PHW65_0328,LH195,0.288119058,46.09904931
PHW65_MOG_0029,LH195,0.617683009,98.82928144
PHN11_PHW65_0312,LH195,0.221349014,35.41584227
PHN11_PHG47_0287,LH195,0.088804809,14.20876947
MOG_LH123HT-031-1-1-1-1-B,LH195,0.721412363,115.4259781
MOG_MO45-055-1-1-1-1-B,LH195,0.830781401,132.9250241
PHW65_MOG_0176,LH195,0.494256543,79.08104694
B73_NC230-128-1-1-1-1,LH195,0.913572556,146.171609
B73_NC230-041-1-1-1-1,LH195,0.837818334,134.0509334
MOG_OH43_0300,LH195,0.881431703,141.0290725
LH82,LH198,0.18345067,29.35210722
B73,PHG35,1.125866844,180.1386951
LH74,TX205,1.164196692,186.2714707
PHG39,PHG35,0.478681318,76.58901095
PHW52,PHM49,0.189530076,30.32481221
LH74,PHG35,0.17657127,28.2514032
B73,MO17,0.606577613,97.05241814
LH162,CG60,0.003789012,0.606241999
LH74,PHN82,0.868503719,138.960595
B73,TX205,0.871163288,139.386126
WF9,H95,1.024951168,163.9921869
LH74,PHM49,0.280280076,44.8448122
LH195,REDEAR-B,0.534948017,85.59168272
LH82,CG60,0.003171209,0.50739343
LH198,CGR01,1.132064058,181.1302493
PHW52,PHN82,0.463096505,74.09544073
B73,PHN82,0.085178809,13.62860946
LH82,CGR01,0.04765649,7.625038337
PHW52,PHG35,0.813897966,130.2236746
PHG39,PHN82,0.086506196,13.84099142
B73,PHM49,0.794569345,127.1310952
B37,H95,0.297252551,47.56040814
B37,C103,0.386106675,61.77706796
LH132,LH51,0.512811198,82.04979165
PHG39,PHM49,0.48442922,77.50867524
PHN11_PHW65_0359,LH195,0.229732513,36.75720201
B73_NC230-041-1-1-1-1,LH195,0.805669946,128.9071914
PHN11_PHW65_0101,LH195,0.122242913,19.55886607
PHN11_PHW65_0015,LH195,0.05472219,8.755550352
PHN11_PHG47_0048,LH195,0.470575215,75.29203444
MOG_MO45-071-1-1-1-1-B,LH195,0.404405167,64.70482668
MOG_MO45-085-1-1-1-1-B,LH195,0.370123919,59.21982698
MOG_LH145_0131,LH195,0.334363915,53.49822633
PHN11_PHW65_0328,LH195,0.775251683,124.0402692
PHN11_PHW65_0237,LH195,0.858996256,137.439401
MOG_OH43_0300,LH195,0.47336629,75.73860641
MOG_LH123HT-200-1-1-1-1-B,LH195,0.643228022,102.9164835
MOG_LH123HT-031-1-1-1-1-B,LH195,0.591853067,94.69649071
MOG_MO45-030-1-1-1-1-B,LH195,0.672426431,107.588229
PHN11_PHG47_0388,LH195,0.686704406,109.8727049
MOG_PHG83-119-1-1-1-1-B,LH195,0.535165824,85.62653178
MO44_LH145_0138,LH195,0.636405471,101.8248753
PHN11_PHW65_0275,LH195,0.225888706,36.14219295
PHN11_OH43_0142,LH195,0.022561474,3.609835767
MO44_LH145_0143,LH195,0.437355603,69.97689647
MOG_PHG83-090-1-1-1-1-B,LH195,0.657403257,105.1845211
PHN11_PHG47_0251,LH195,0.140286612,22.44585798
B73_NC230-126-1-1-1-1,LH195,0.786594063,125.8550501
PHN11_PHG47_0172,LH195,0.466043743,74.56699882
MO44_LH145_0127,LH195,0.952672261,152.4275618
MOG_PHG83-129-1-1-1-1-B,LH195,0.746474503,119.4359204
B73_NC230-032-1-1-1-1,LH195,0.707180964,113.1489542
PHW65_MOG_0029,LH195,0.796093991,127.3750386
MOG_LH145_0163,LH195,0.673375739,107.7401183
MOG_MO45-054-1-1-1-1-B,LH195,0.090754794,14.52076711
PHN11_LH145_0028,LH195,0.02603405,4.165448011
B73_NC230-129-1-1-1-1,LH195,1.009570462,161.5312739
MOG_PHG83-069-1-1-1-1-B,LH195,0.633743162,101.3989059
MOG_LH145_0162,LH195,0.558317704,89.33083258
PHN11_PHW65_0065,LH195,0.815388366,130.4621386
MOG_MO45-074-1-1-1-1-B,LH195,0.753955953,120.6329525
B73_NC230-128-1-1-1-1,LH195,0.67215931,107.5454896
MOG_MO45-055-1-1-1-1-B,LH195,0.667152499,106.7443998
PHN11_OH43_0215,LH195,0.319620875,51.13934003
PHW65_MOG_0176,LH195,0.225076383,36.01222133
PHN11_PHG47_0287,LH195,0.046105131,7.376821032
PHN11_PHW65_0323,LH195,0.429169363,68.66709814
PHN11_PHW65_0312,LH195,0.157958397,25.27334348
PHN11_PHW65_0294,LH195,0.100955402,16.15286438
PHW65_MOG_0012,LH195,0.291436156,46.62978503
Z013E0037,PB80,0.50284552,80.45528314
Z013E0062,PB80,0.61348852,98.15816322
Z013E0009,PB80,0.663068968,106.0910348
Z013E0026,PB80,0.518571428,82.97142853
Z013E0074,PB80,0.64166091,102.6657456
Z013E0069,PB80,0.650906046,104.1449673
Z013E0032,PB80,0.624648025,99.94368399
Z013E0003,PB80,0.563475884,90.15614142
Z013E0087,PB80,0.769460631,123.1137009
Z013E0021,PB80,0.583272995,93.32367916
Z013E0044,PB80,0.713692558,114.1908093
Z013E0022,PB80,0.610267312,97.64276985
Z013E0111,PB80,0.67234424,107.5750784
Z013E0006,PB80,0.692378336,110.7805337
Z013E0066,PB80,0.795487831,127.278053
Z013E0007,PB80,0.721190447,115.3904715
Z013E0058,PB80,0.627961014,100.4737622
Z013E0046,PB80,0.763966836,122.2346938
Z013E0078,PB80,0.71883978,115.0143648
Z013E0012,PB80,0.61339948,98.14391675
Z013E0042,PB80,0.845358688,135.25739
Z013E0027,PB80,0.738439632,118.1503411
TX303,LH195,1.047492094,167.598735
LH216,LH195,1.101356071,176.2169713
PHB47,LH195,0.877406391,140.3850226
W10004_0097,LH195,0.023788862,3.806217846
W10005_0346,LH195,0.798372056,127.739529
Z022E0121,LH195,0.83678204,133.8851264
Z022E0147,LH195,0.799565883,127.9305412
Z022E0110,LH195,0.901971274,144.3154039
Z022E0077,LH195,0.784884487,125.5815179
Z022E0017,LH195,0.776936601,124.3098562
Z022E0155,LH195,0.894286401,143.0858241
Z022E0108,LH195,0.824180081,131.8688129
Z022E0060,LH195,0.773365396,123.7384633
Z022E0048,LH195,0.85286959,136.4591344
Z022E0097,LH195,0.825201991,132.0323185
Z022E0155,PB80,0.836143004,133.7828806
Z022E0110,PB80,0.600480399,96.07686386
Z022E0050,PB80,0.421328327,67.41253227
Z022E0006,PB80,0.767687356,122.829977
Z022E0016,PB80,0.659808718,105.5693949
Z022E0123,PB80,0.600692041,96.11072661
Z022E0083,PB80,0.544345206,87.09523302
Z022E0147,PB80,0.642455425,102.792868
Z022E0023,PB80,0.403944896,64.6311834
Z022E0121,PB80,0.569782001,91.16512011
Z022E0009,PB80,0.168437085,26.94993357
Z022E0060,PB80,0.156635804,25.06172864
Z022E0108,PB80,0.467688251,74.83012012
Z022E0072,PB80,0.394359352,63.09749635
Z022E0051,PB80,0.433804945,69.40879117
Z022E0094,PB80,0.391351156,62.61618491
Z022E0029,PB80,0.43793779,70.07004646
Z022E0059,PB80,0.720586342,115.2938147
Z022E0036,PB80,0.427199515,68.35192244
M0016,PB80,0.790374856,126.459977
M0164,PB80,0.642734875,102.83758
M0056,PB80,0.659210778,105.4737244
M0008,PB80,0.714868577,114.3789723
M0048,PB80,0.612706334,98.03301348
M0315,PB80,0.747049156,119.5278649
M0368,PB80,0.770144872,123.2231795
M0143,PB80,0.726069862,116.1711779
M0328,PB80,0.859555156,137.528825
M0323,PB80,0.442860356,70.85765695
M0010,PB80,0.414065368,66.25045885
M0007,PB80,0.23933381,38.29340959
M0030,PB80,0.430415244,68.8664391
M0266,PB80,0.355134306,56.82148892
M0264,PB80,0.304569619,48.73113903
M0028,PB80,0.237172867,37.94765878
M0310,PB80,0.662921024,106.0673638
M0029,PB80,0.480382675,76.86122807
M0015,PB80,0.283525257,45.36404116
M0369,PB80,0.543904114,87.02465821
M0276,PB80,0.487891523,78.06264366
M0039,PB80,0.612015929,97.92254856
M0262,PB80,0.360995905,57.75934486
M0052,PB80,0.517379657,82.78074504
M0031,PB80,0.684203055,109.4724888
M0325,PB80,0.509459168,81.51346693
M0382,PB80,0.302842235,48.45475755
M0275,PB80,0.188036937,30.0859099
M0075,PB80,0.435099456,69.6159129
M0326,PB80,0.246556358,39.44901731
MOG_MO45-030-1-1-1-1-B,PB80,0.233031118,37.28497885
PHN11_PHG47_0390,PB80,0.073355611,11.73689771
MOG_NC230-011-1-1-1-1-B,PB80,0.483838814,77.4142102
MOG_NC230-009-1-1-1-1-B,PB80,0.483283339,77.32533416
MOG_MO45-055-1-1-1-1-B,PB80,0.621193941,99.39103062
B73_NC230-128-1-1-1-1,PB80,0.522407016,83.58512253
PHN11_OH43_0215,PB80,0.321192096,51.39073539
PHN11_PHW65_0275,PB80,0.095478731,15.27659702
PHW65_MOG_0176,PB80,0.006342418,1.014786861
MOG_PHG83-197-1-1-1-1-B,PB80,0.252688504,40.43016059
MOG_OH43_0179,PB80,0.346565192,55.45043078
PHW65_MOG_0029,PB80,0.461674598,73.8679356
MOG_LH123HT-019-1-1-1-1-B,PB80,0.718244579,114.9191326
MO44_LH145_0081,PB80,0.736467044,117.834727
MOG_NC230-043-1-1-1-1-B,PB80,0.625642538,100.1028061
PHN11_PHW65_0328,PB80,0.44910346,71.85655352
MOG_LH145_0173,PB80,0.681066777,108.9706843
B73_NC230-041-1-1-1-1,PB80,0.453434934,72.54958938
MOG_MO45-085-1-1-1-1-B,PB80,0.363872596,58.21961536
MOG_MO45-139-1-1-1-1-B,PB80,0.480286786,76.84588572
MOG_NC230-007-1-1-1-1-B,PB80,0.510442723,81.67083561
MOG_LH145_0163,PB80,0.699868005,111.9788808
MOG_PHG83-069-1-1-1-1-B,PB80,0.978103576,156.4965722
MOG_PHG83-090-1-1-1-1-B,PB80,0.973443338,155.750934
PHN11_OH43_0075,PB80,0.457393808,73.18300926
PHN11_PHW65_0237,PB80,0.620537782,99.28604511
MOG_MO45-128-1-1-1-1-B,PB80,0.223451053,35.7521685
MOG_MO45-045-1-1-1-1-B,PB80,0.224246253,35.87940042
B73_NC230-127-1-1-1-1,PB80,0.321226343,51.3962148
MOG_NC230-008-1-1-1-1-B,PB80,0.462982807,74.07724909
MOG_PHG83-224-1-1-1-1-B,PB80,0.128382593,20.54121482
MOG_PHG83-129-1-1-1-1-B,PB80,0.293391621,46.94265938
MOG_LH123HT-059-1-1-1-1-B,PB80,0.397970969,63.675355
MOG_LH123HT-199-1-1-1-1-B,PB80,0.583455185,93.35282962
MOG_OH43_0300,PB80,0.371865001,59.49840022
PHN11_PHW65_0359,PB80,0.283740324,45.39845185
MOG_MO45-078-1-1-1-1-B,PB80,0.087739064,14.0382502
MOG_MO45-071-1-1-1-1-B,PB80,0.204245034,32.67920539
MOG_NC230-010-1-1-1-1-B,PB80,0.192250604,30.76009659
MOG_LH145_0131,PB80,0.057658469,9.225355025
MOG_MO45-054-1-1-1-1-B,PB80,0.385706678,61.71306844
MOG_MO45-074-1-1-1-1-B,PB80,0.251790565,40.28649044
MO44_LH145_0107,PB80,0.290989584,46.55833351
MOG_OH43_0402,PB80,0.094784901,15.16558416
PHW65_MOG_0311,PB80,0.122842908,19.65486534
PHN11_OH43_0045,PB80,0.046879783,7.500765302
PHN11_OH43_0142,PB80,0.214212767,34.27404267
MOG_LH145_0175,PB80,0.217935341,34.86965461
MOG_NC230-028-1-1-1-1-B,PB80,0.164364513,26.29832205
M0058,LH195,0.791525533,126.6440852
M0154,LH195,0.824377339,131.9003743
M0099,LH195,0.979258362,156.6813379
M0066,LH195,0.678463372,108.5541395
M0001,LH195,0.656103952,104.9766323
M0031,LH195,0.798761094,127.8017751
M0325,LH195,0.764772994,122.3636791
M0010,LH195,0.832892344,133.262775
M0383,LH195,0.732991728,117.2786764
M0164,LH195,0.698778288,111.804526
M0007,LH195,0.521872773,83.49964372
M0276,LH195,0.645118418,103.2189469
M0321,LH195,0.540110992,86.41775868
M0326,LH195,0.817402049,130.7843279
M0127,LH195,0.789939243,126.3902789
M0039,LH195,0.832527963,133.204474
M0382,LH195,0.749291604,119.8866567
M0057,LH195,0.762396985,121.9835176
Z013E0027,LH195,0.920742366,147.3187785
Z013E0026,LH195,0.693518053,110.9628885
Z013E0082,LH195,0.845880602,135.3408963
Z013E0012,LH195,0.627170609,100.3472974
Z013E0062,LH195,0.834486852,133.5178963
Z013E0074,LH195,0.651082072,104.1731315
Z013E0037,LH195,0.676474346,108.2358954
Z013E0022,LH195,0.752391581,120.382653
Z013E0047,LH195,0.612036476,97.9258362
Z013E0021,LH195,0.682011291,109.1218065
Z013E0044,LH195,0.830868386,132.9389418
Z013E0046,LH195,0.931045028,148.9672044
Z013E0032,LH195,0.482116909,77.13870543
LH38,PB80,0.069698104,11.15169665
LH59,PB80,0.355716493,56.9146389
TX303,PB80,0.737922513,118.067602
W10005_0111,PB80,0.496593512,79.45496192
LH57,PB80,0.106332074,17.01313186
???TX205,PB80,0.851068919,136.171027
PHB47,PB80,0.700700191,112.1120305
(TX739);LAMA2002-10-1-B-B-B-B3-B7ORANGE-B6,PB80,0.903619892,144.5791827
W10004_0097,PB80,0.75212309,120.3396944
PHV63,PB80,0.773483203,123.7573125
PHV63,PB80,0.967955023,154.8728036
LH51,PB80,0.576921673,92.30746765
LH212HT,PB80,0.263148699,42.10379179
LH162,PB80,0.0,0.0
LH74,PHG35,0.324457825,51.913252
LH74,TX205,0.795261121,127.2417793
LH82,CG60,0.016472478,2.635596545
LH74,PHN82,0.045624313,7.299890106
PHG39,PHG35,0.196871117,31.49937868
WF9,H95,0.800002866,128.0004585
PHW52,PHN82,0.176682228,28.26915649
LH195,REDEAR-B,0.610439228,97.67027649
PHW52,PHM49,0.44454459,71.12713437
PHW52,PHG35,0.434382338,69.50117404
LH74,PHM49,0.050657152,8.105144302
LH198,CGR01,0.892520661,142.8033057
B37,C103,0.54756573,87.6105168
B73,PHM49,0.807643219,129.222915
B73,MO17,0.645107459,103.2171935
LH82,LH198,0.003171209,0.50739343
PHG39,PHN82,0.929788873,148.7662196
B37,H95,0.893075451,142.8920721
LH82,CGR01,0.005073934,0.811829489
LH162,CG60,0.007610901,1.217744233
B73,TX205,0.856711342,137.0738147
PHG39,PHM49,0.818352728,130.9364364
B73,PHG35,0.810851414,129.7362262
LH132,LH51,0.516571443,82.65143094
B73,PHN82,0.097232143,15.55714285
CGR01,LH198,1.520720621,238.7531375
CGR03,LH198,1.127760328,177.0583715
W10005_0107,LH198,1.290516391,202.6110734
W10005_0147,LH198,1.257489354,197.4258285
W10005_0220,LH198,1.130129109,177.4302701
CG104,LH198,0.903720171,141.8840669
W10005_0220,LH198,1.423223982,223.4461652
CG108,LH198,1.091280831,171.3310904
W10005_0037,LH198,1.037633536,162.9084651
W10005_0029,LH198,1.277469473,200.5627073
M0325,LH198,1.292654778,202.9468002
M0297,LH198,1.117689217,175.477207
M0012,LH198,0.937395623,147.1711128
M0262,LH198,0.969248618,152.172033
M0008,LH198,1.300342624,204.1537919
M0266,LH198,0.976290808,153.2776569
M0154,LH198,1.221260254,191.7378598
M0087,LH198,1.07949625,169.4809113
M0014,LH198,1.084604925,170.2829732
M0083,LH198,1.048105423,164.5525514
M0311,LH198,1.00616752,157.9683007
M0024,LH198,0.947534336,148.7628907
Z022E0095,LH198,1.160192067,182.1501545
Z022E0005,LH198,0.935785625,146.9183431
Z022E0079,LH198,1.090175768,171.1575955
Z022E0110,LH198,0.989209424,155.3058795
Z022E0142,LH198,1.146602964,180.0166654
Z022E0160,LH198,0.905088049,142.0988237
Z022E0134,LH198,1.096294313,172.1182071
Z022E0044,LH198,1.275077929,200.1872348
Z022E0025,LH198,1.060278362,166.4637028
Z022E0027,LH198,1.048620705,164.6334507
Z022E0020,LH198,1.068716022,167.7884154
Z022E0008,LH198,0.959067828,150.573649
Z022E0048,LH198,0.997857473,156.6636233
Z022E0073,LH198,0.894583741,140.4496474
Z022E0046,LH198,1.039656036,163.2259976
Z022E0105,LH198,1.002588136,157.4063374
Z022E0097,LH198,1.199952264,188.3925055
Z022E0050,LH198,1.090146796,171.1530469
Z022E0053,LH198,1.184857324,186.0225998
Z022E0072,LH198,1.080917243,169.7040071
Z022E0003,LH198,1.177782022,184.9117775
Z022E0123,LH198,0.947270831,148.7215205
Z022E0059,LH198,1.042950531,163.7432334
Z022E0042,LH198,1.214848542,190.7312211
Z022E0166,LH198,1.02049885,160.2183194
Z022E0077,LH198,1.152171048,180.8908545
Z022E0108,LH198,1.090939378,171.2774824
Z022E0114,LH198,1.268132311,199.0967728
Z022E0017,LH198,1.043805886,163.8775241
Z022E0023,LH198,1.014423073,159.2644224
MO44_LH145_0127,LH185,1.212054843,190.2926104
PHN11_OH43_0075,LH185,1.201836114,188.6882699
MOG_MO45-085-1-1-1-1-B,LH185,1.340630519,210.4789915
PHN11_LH145_0028,LH185,0.939051148,147.4310303
MOG_PHG83-211-1-1-1-1-B,LH185,0.974451106,152.9888237
MOG_MO45-078-1-1-1-1-B,LH185,1.138126675,178.685888
MO44_PHG47_0072,LH185,1.290966142,202.6816843
MOG_OH43_0439,LH185,1.098468569,172.4595653
PHN11_PHW65_0015,LH185,1.392067687,218.5546269
PHN11_OH43_0142,LH185,1.144568048,179.6971835
PHW65_MOG_0176,LH185,1.10896046,174.1067922
MOG_LH123HT-031-1-1-1-1-B,LH185,1.234554121,193.824997
PHN11_OH43_0036,LH185,1.222915778,191.9977772
MOG_PHG83-014-1-1-1-1-B,LH185,1.143658889,179.5544455
PHN11_OH43_0001,LH185,0.883950441,138.7802192
MOG_MO45-074-1-1-1-1-B,LH185,1.041580584,163.5281517
MOG_LH123HT-199-1-1-1-1-B,LH185,1.271497166,199.625055
PHN11_PHG47_0388,LH185,1.171193032,183.8773061
PHN11_LH145_0005,LH185,1.169098793,183.5485105
PHN11_LH145_0062,LH185,1.279300208,200.8501327
PHN11_LH145_0085,LH185,1.165462846,182.9776668
MOG_NC230-183-1-1-1-1-B,LH185,1.064192299,167.078191
PHW65_MOG_0293,LH185,1.224520259,192.2496806
MOG_LH123HT-074-1-1-1-1-B,LH185,1.163039571,182.5972126
MOG_LH123HT-200-1-1-1-1-B,LH185,1.139475929,178.8977208
MO44_PHW65_0025,LH185,1.171913186,183.9903702
PHW65_MOG_0137,LH185,1.315369964,206.5130843
PHN11_PHW65_0275,LH185,1.294117848,203.1765022
MOG_LH145_0057,LH185,1.163290659,182.6366334
PHN11_OH43_0088,LH185,1.184300653,185.9352025
MOG_LH123HT-045-1-1-1-1-B,LH185,1.135086027,178.2085063
MO44_LH145_0138,LH185,1.083564703,170.1196584
B73_NC230-040-1-1-1-1,LH185,1.406837731,220.8735238
PHW65_MOG_0271,LH185,1.0104912,158.6471184
MOG_NC230-010-1-1-1-1-B,LH185,1.150051975,180.5581601
MOG_LH145_0006,LH185,1.026249041,161.1210994
PHN11_PHW65_0328,LH185,1.420006055,222.9409506
MO44_PHW65_0193,LH185,0.982642507,154.2748736
PHN11_PHW65_0359,LH185,1.279141554,200.8252239
MOG_OH43_0170,LH185,1.179044361,185.1099646
MOG_LH145_0162,LH185,1.141984049,179.2914957
PHW65_MOG_0012,LH185,1.441089168,226.2509994
MOG_PHG83-224-1-1-1-1-B,LH185,1.315076797,206.4670572
PHN11_LH145_0003,LH185,0.925649672,145.3269985
MOG_PHG83-090-1-1-1-1-B,LH185,1.426662646,223.9860354
MO44_PHW65_0035,LH185,1.133937507,178.0281886
PHN11_PHG47_0251,LH185,1.090895921,171.2706596
PHN11_LH145_0002,LH185,1.116643476,175.3130258
B73_NC230-041-1-1-1-1,LH185,1.294125436,203.1776935
MOG_LH145_0175,LH185,1.136352504,178.4073432
MOG_LH123HT-014-1-1-1-1-B,LH185,1.169852057,183.6667729
MO44_PHW65_0126,LH185,1.224788592,192.2918089
MOG_OH43_0416,LH185,1.121977027,176.1503932
B73_NC230-059-1-1-1-1,LH185,1.060185928,166.4491907
MOG_LH145_0173,LH185,0.939678868,147.5295823
MOG_MO45-030-1-1-1-1-B,LH185,1.264502572,198.5269038
MOG_MO45-128-1-1-1-1-B,LH185,1.198428491,188.1532731
B73_NC230-129-1-1-1-1,LH185,1.197255138,187.9690566
MOG_OH43_0071,LH185,0.942013159,147.896066
MOG_OH43_0367,LH185,1.053696269,165.4303143
Z013E0059,LH198,1.113903582,174.8828624
Z013E0073,LH198,1.254104494,196.8944055
Z013E0007,LH198,1.080362641,169.6169347
Z013E0090,LH198,1.180419826,185.3259127
Z013E0063,LH198,1.200271643,188.4426479
M0014,LH198,0.961591124,150.9698065
Z013E0039,LH198,1.152173117,180.8911794
